group,Time_min,AvgActivity
002_N2_ETOH_OAP,4890,17
002_N2_ETOH_OAP,4905,8
002_N2_ETOH_OAP,4920,14
002_N2_ETOH_OAP,4935,9
002_N2_ETOH_OAP,4950,12
002_N2_ETOH_OAP,4965,11
002_N2_ETOH_OAP,4980,10
002_N2_ETOH_OAP,4995,10
002_N2_ETOH_OAP,5010,10
002_N2_ETOH_OAP,5025,7
002_N2_ETOH_OAP,5040,2
002_N2_ETOH_OAP,5055,7
002_N2_ETOH_OAP,5070,8
002_N2_ETOH_OAP,5085,10
002_N2_ETOH_OAP,5100,11
002_N2_ETOH_OAP,5115,10
002_N2_ETOH_OAP,5130,22
002_N2_ETOH_OAP,5145,25
002_N2_ETOH_OAP,5160,25
002_N2_ETOH_OAP,5175,18
002_N2_ETOH_OAP,5190,22
002_N2_ETOH_OAP,5205,23
002_N2_ETOH_OAP,5220,16
002_N2_ETOH_OAP,5235,19
002_N2_ETOH_OAP,5250,23
002_N2_ETOH_OAP,5265,18
002_N2_ETOH_OAP,5280,19
002_N2_ETOH_OAP,5295,16
002_N2_ETOH_OAP,5310,18
003_N2_RV_OAP,195,23
003_N2_RV_OAP,210,23
003_N2_RV_OAP,225,19
003_N2_RV_OAP,240,14
003_N2_RV_OAP,255,18
003_N2_RV_OAP,270,16
003_N2_RV_OAP,285,17
003_N2_RV_OAP,300,24
003_N2_RV_OAP,315,24
003_N2_RV_OAP,330,27
003_N2_RV_OAP,345,29
003_N2_RV_OAP,360,22
003_N2_RV_OAP,375,20
003_N2_RV_OAP,390,28
003_N2_RV_OAP,405,26
003_N2_RV_OAP,420,25
003_N2_RV_OAP,435,29
003_N2_RV_OAP,450,25
003_N2_RV_OAP,465,19
003_N2_RV_OAP,480,22
003_N2_RV_OAP,495,21
003_N2_RV_OAP,510,27
003_N2_RV_OAP,525,28
003_N2_RV_OAP,540,26
003_N2_RV_OAP,555,18
003_N2_RV_OAP,570,26
003_N2_RV_OAP,585,26
003_N2_RV_OAP,600,21
003_N2_RV_OAP,615,21
003_N2_RV_OAP,630,19
003_N2_RV_OAP,645,18
003_N2_RV_OAP,660,19
003_N2_RV_OAP,675,21
003_N2_RV_OAP,690,16
003_N2_RV_OAP,705,14
003_N2_RV_OAP,720,17
003_N2_RV_OAP,735,18
003_N2_RV_OAP,750,18
003_N2_RV_OAP,765,16
003_N2_RV_OAP,780,16
003_N2_RV_OAP,795,21
003_N2_RV_OAP,810,20
003_N2_RV_OAP,825,15
003_N2_RV_OAP,840,15
003_N2_RV_OAP,855,20
003_N2_RV_OAP,870,16
003_N2_RV_OAP,885,14
003_N2_RV_OAP,900,19
003_N2_RV_OAP,915,13
003_N2_RV_OAP,930,12
003_N2_RV_OAP,945,23
003_N2_RV_OAP,960,21
003_N2_RV_OAP,975,12
003_N2_RV_OAP,990,14
003_N2_RV_OAP,1005,14
003_N2_RV_OAP,1020,14
003_N2_RV_OAP,1035,16
003_N2_RV_OAP,1050,15
003_N2_RV_OAP,1065,14
003_N2_RV_OAP,1080,14
003_N2_RV_OAP,1095,17
003_N2_RV_OAP,1110,17
003_N2_RV_OAP,1125,13
003_N2_RV_OAP,1140,16
003_N2_RV_OAP,1155,10
003_N2_RV_OAP,1170,17
003_N2_RV_OAP,1185,16
003_N2_RV_OAP,1200,13
003_N2_RV_OAP,1215,17
003_N2_RV_OAP,1230,20
003_N2_RV_OAP,1245,20
003_N2_RV_OAP,1260,22
003_N2_RV_OAP,1275,20
003_N2_RV_OAP,1290,22
003_N2_RV_OAP,1305,20
003_N2_RV_OAP,1320,21
003_N2_RV_OAP,1335,18
003_N2_RV_OAP,1350,12
003_N2_RV_OAP,1365,14
003_N2_RV_OAP,1380,18
003_N2_RV_OAP,1395,17
003_N2_RV_OAP,1410,18
003_N2_RV_OAP,1425,11
003_N2_RV_OAP,1440,14
003_N2_RV_OAP,1455,19
003_N2_RV_OAP,1470,13
003_N2_RV_OAP,1485,17
003_N2_RV_OAP,1500,14
003_N2_RV_OAP,1515,14
003_N2_RV_OAP,1530,15
003_N2_RV_OAP,1545,15
003_N2_RV_OAP,1560,16
003_N2_RV_OAP,1575,14
003_N2_RV_OAP,1590,23
003_N2_RV_OAP,1605,19
003_N2_RV_OAP,1620,23
003_N2_RV_OAP,1635,24
003_N2_RV_OAP,1650,26
003_N2_RV_OAP,1665,16
003_N2_RV_OAP,1680,16
003_N2_RV_OAP,1695,15
