group,Time_min,AvgActivity
004_N2_YS_OAP,480,214
004_N2_YS_OAP,510,222
004_N2_YS_OAP,540,218
004_N2_YS_OAP,570,212
004_N2_YS_OAP,600,208
004_N2_YS_OAP,630,182
004_N2_YS_OAP,660,162
004_N2_YS_OAP,690,185
004_N2_YS_OAP,720,219
004_N2_YS_OAP,750,211
004_N2_YS_OAP,780,187
004_N2_YS_OAP,810,187
004_N2_YS_OAP,840,201
004_N2_YS_OAP,870,228
004_N2_YS_OAP,900,195
004_N2_YS_OAP,930,181
004_N2_YS_OAP,960,192
004_N2_YS_OAP,990,156
004_N2_YS_OAP,1020,179
004_N2_YS_OAP,1050,208
004_N2_YS_OAP,1080,173
004_N2_YS_OAP,1110,194
004_N2_YS_OAP,1140,193
004_N2_YS_OAP,1170,204
004_N2_YS_OAP,1200,206
004_N2_YS_OAP,1230,232
004_N2_YS_OAP,1260,219
004_N2_YS_OAP,1290,212
004_N2_YS_OAP,1320,208
004_N2_YS_OAP,1350,215
004_N2_YS_OAP,1380,224
004_N2_YS_OAP,1410,246
004_N2_YS_OAP,1440,237
004_N2_YS_OAP,1470,219
004_N2_YS_OAP,1500,226
004_N2_YS_OAP,1530,239
004_N2_YS_OAP,1560,218
004_N2_YS_OAP,1590,235
004_N2_YS_OAP,1620,222
004_N2_YS_OAP,1650,225
004_N2_YS_OAP,1680,204
004_N2_YS_OAP,1710,210
004_N2_YS_OAP,1740,195
004_N2_YS_OAP,1770,192
004_N2_YS_OAP,1800,187
004_N2_YS_OAP,1830,201
004_N2_YS_OAP,1860,200
004_N2_YS_OAP,1890,204
004_N2_YS_OAP,1920,220
004_N2_YS_OAP,1950,217
004_N2_YS_OAP,1980,218
004_N2_YS_OAP,2010,216
004_N2_YS_OAP,2040,206
004_N2_YS_OAP,2070,209
004_N2_YS_OAP,2100,220
004_N2_YS_OAP,2130,212
004_N2_YS_OAP,2160,196
004_N2_YS_OAP,2190,166
004_N2_YS_OAP,2220,171
004_N2_YS_OAP,2250,163
004_N2_YS_OAP,2280,177
004_N2_YS_OAP,2310,184
004_N2_YS_OAP,2340,188
004_N2_YS_OAP,2370,203
004_N2_YS_OAP,2400,194
004_N2_YS_OAP,2430,151
004_N2_YS_OAP,2460,170
004_N2_YS_OAP,2490,184
004_N2_YS_OAP,2520,199
004_N2_YS_OAP,2550,181
004_N2_YS_OAP,2580,158
004_N2_YS_OAP,2610,165
004_N2_YS_OAP,2640,170
004_N2_YS_OAP,2670,186
004_N2_YS_OAP,2700,193
004_N2_YS_OAP,2730,192
004_N2_YS_OAP,2760,178
004_N2_YS_OAP,2790,171
004_N2_YS_OAP,2820,168
004_N2_YS_OAP,2850,166
004_N2_YS_OAP,2880,198
004_N2_YS_OAP,2910,165
004_N2_YS_OAP,2940,163
004_N2_YS_OAP,2970,158
004_N2_YS_OAP,3000,168
004_N2_YS_OAP,3030,160
004_N2_YS_OAP,3060,175
004_N2_YS_OAP,3090,172
004_N2_YS_OAP,3120,195
004_N2_YS_OAP,3150,192
004_N2_YS_OAP,3180,192
004_N2_YS_OAP,3210,195
004_N2_YS_OAP,3240,195
004_N2_YS_OAP,3270,194
004_N2_YS_OAP,3300,202
004_N2_YS_OAP,3330,199
004_N2_YS_OAP,3360,186
004_N2_YS_OAP,3390,188
004_N2_YS_OAP,3420,179
004_N2_YS_OAP,3450,191
004_N2_YS_OAP,3480,179
004_N2_YS_OAP,3510,172
004_N2_YS_OAP,3540,176
004_N2_YS_OAP,3570,156
004_N2_YS_OAP,3600,155
004_N2_YS_OAP,3630,167
004_N2_YS_OAP,3660,149
004_N2_YS_OAP,3690,165
004_N2_YS_OAP,3720,156
004_N2_YS_OAP,3750,139
004_N2_YS_OAP,3780,160
004_N2_YS_OAP,3810,162
004_N2_YS_OAP,3840,176
004_N2_YS_OAP,3870,172
004_N2_YS_OAP,3900,157
004_N2_YS_OAP,3930,157
004_N2_YS_OAP,3960,138
004_N2_YS_OAP,3990,145
004_N2_YS_OAP,4020,159
004_N2_YS_OAP,4050,142
004_N2_YS_OAP,4080,136
004_N2_YS_OAP,4110,155
004_N2_YS_OAP,4140,142
004_N2_YS_OAP,4170,148
004_N2_YS_OAP,4200,156
004_N2_YS_OAP,4230,150
004_N2_YS_OAP,4260,144
004_N2_YS_OAP,4290,138
004_N2_YS_OAP,4320,130
004_N2_YS_OAP,4350,143
004_N2_YS_OAP,4380,152
004_N2_YS_OAP,4410,150
004_N2_YS_OAP,4440,143
004_N2_YS_OAP,4470,131
004_N2_YS_OAP,4500,137
004_N2_YS_OAP,4530,118
004_N2_YS_OAP,4560,150
004_N2_YS_OAP,4590,143
004_N2_YS_OAP,4620,132
004_N2_YS_OAP,4650,133
004_N2_YS_OAP,4680,130
004_N2_YS_OAP,4710,139
004_N2_YS_OAP,4740,110
004_N2_YS_OAP,4770,128
004_N2_YS_OAP,4800,132
004_N2_YS_OAP,4830,124
004_N2_YS_OAP,4860,133
004_N2_YS_OAP,4890,122
004_N2_YS_OAP,4920,109
004_N2_YS_OAP,4950,114
004_N2_YS_OAP,4980,116
